╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧┤_┐│╕Ї241~270╕╣,2.67,ифеL,,,1050411,дgжa1л╪кл1иожь0,дQе|╝h,дGдQ╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0870216,29.2,1,0,1,ж│,ж│,4250000,145548,,0.0,0,,RPOPMLPJNHLFFHF68DA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧┤║╖s╡є541~570╕╣,10.96,жэ,,,1050402,дgжa1л╪кл1иожь0,дK╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1020415,101.07,2,2,1,ж│,ж│,12000000,118730,,0.0,0,,RPRPMLPJNHLFFHF98DA
е├йM░╧,й╨жa(дgжa+л╪кл),╖sе_еле├йM░╧е├йM╕Їд@мq18л╤1~30╕╣,2.48,░╙,,,1050402,дgжa1л╪кл1иожь0,е|╝h,дQе|╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0840925,33.98,1,1,1,ж│,ж│,4600000,135374,,0.0,0,,RPRPMLTJNHLFFHF76DA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧╢ъ│q╕Ї369л╤156з╦1~30╕╣,33.48,ифеL,,,1050218,дgжa4л╪кл1иожь0,дн╝h,дн╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0871124,105.33,3,2,2,ж│,ж│,8100000,76901,,0.0,0,,RPWOMLQJNHLFFHF86DA
ддйM░╧,иожь,╖sе_елддйM░╧╢ъ│q╕Ї271~300╕╣,2.35,жэ,,,1050425,дgжa0л╪кл0иожь1,жaдUд@╝hбAжaдUдG╝h,дQд╗╝h,ифеL,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0820804,47.55,0,0,0,ж│,ж│,2000000,,йY╣Dенн▒,47.55,2000000,,RPSVMLMKNHLFFHF86DA
дTнл░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTнл░╧дп╡╪╡є118л╤31~60╕╣,33.69,дu,,,1050416,дgжa1л╪кл1иожь2,д@╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0970303,196.34,9,2,2,ж│,ж│,18000000,91678,йY╣Dенн▒,50.16,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPTOMLKKNHLFFGF58DA
дTнл░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTнл░╧жие\╕Ї91~120╕╣,9.0,ифеL,,,1050409,дgжa2л╪кл1иожь1,дн╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840120,146.82,3,2,2,ж│,ж│,11300000,76965,д╔н░енн▒,0.0,0,,RPSOMLTJNHLFFGF66DA
ж┴дю░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елж┴дю░╧дп╖R╕Ї106л╤1~30╕╣,24.2,жэ,,,1050323,дgжa1л╪кл1иожь1,е|╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0851102,144.35,3,2,2,ж│,ж│,10350000,71701,йY╣Dенн▒,45.03,0,,RPUOMLNKNHLFFDF68DA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧дде┐кF╕Їд@мq3л╤14з╦1~30╕╣,15.27,жэ,,,1050404,дgжa2л╪кл1иожь1,е|╝h,дGдQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0961121,130.09,3,2,2,ж│,ж│,10200000,78407,йY╣Dенн▒,17.73,0,,RPROMLSJNHLFFEF88DA
▓HдЇ░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел▓HдЇ░╧дддsе_╕ЇдGмq188л╤1~30╕╣,21.39,жэ,,,1050413,дgжa1л╪кл1иожь1,дK╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1020712,157.12,3,2,2,ж│,ж│,11700000,74465,йY╣Dенн▒,31.91,0,,RPQNMLRJNHLFFEF58DA
╖sй▒░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╖sй▒░╧дде┐╕Ї694л╤1~30╕╣,28.7,жэ,,,1050412,дgжa1л╪кл1иожь1,дT╝h,дQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0850417,150.51999999999998,3,2,2,ж│,ж│,15350000,101980,йY╣Dенн▒,0.0,0,,RPQNMLPKNHLFFCF28DA
╖s▓°░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖s▓°░╧дде┐╕Ї347л╤1~30╕╣,19.44,жэ,,,1050330,дgжa1л╪кл1иожь0,дC╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830611,107.23,3,2,2,ж│,ж│,10900000,101651,,0.0,0,,RPXQMLLKNHLFFBF78DA
╖s▓°░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖s▓°░╧лс┤фд@╕Ї31л╤3з╦1~30╕╣,36.89,жэ,,,1050321,дgжa1л╪кл1иожь0,д@╝hбAдG╝hбAзи╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэ░╙е╬,┐√╡м▓V╛одg│y,0770812,126.89,4,2,3,ж│,╡L,9500000,74868,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPQPMLMKNHLFFBF08DA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧кO╖s╕Ї31~60╕╣,14.27,жэ,,,1050405,дgжa1л╪кл1иожь0,е|╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0930830,98.14999999999999,3,2,1,ж│,ж│,14900000,151808,,0.0,0,,RPWOMLMKNHLFFAF48DA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧▓°╖q╕Ї31~60╕╣,4.25,░╙,,,1050228,дgжa1л╪кл1иожь0,д╗╝h,дQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0870416,64.44,3,2,1,ж│,ж│,13300000,206394,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPQNMLSJNHLFFAF28DA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧лn╢ожш╕ЇдGмq110л╤31~60╕╣,32.25,жэ,,,1050328,дgжa1л╪кл1иожь0,е|╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0630624,92.54,3,2,2,ж│,╡L,10000000,108061,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPRNMLSJNHLFFAF38DA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧┤Iдs╡є7л╤12з╦1~30╕╣,92.0,жэ,,,1050311,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0631115,121.08,4,2,1,ж│,╡L,12000000,99108,,0.0,0,дG┐╦╡е╢бдзецйЎ,RPXOMLQJNHLFFAF88DA
дTоl░╧,й╨жa(дgжa+л╪кл),╖sе_елдTоl░╧е┴┼v╡є170л╤31~60╕╣,21.08,жэ,,,1050419,дgжa1л╪кл1иожь0,дC╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040908,92.26,2,2,1,ж│,ж│,5710000,61890,,0.0,0,,RPUNMLNKNHLFFIF98CA
дTоl░╧,й╨жa(дgжa+л╪кл),╖sе_елдTоl░╧е┴┼v╡є170л╤31~60╕╣,22.28,жэ,,,1050411,дgжa1л╪кл1иожь0,дC╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040908,96.36,2,2,1,ж│,ж│,6100000,63304,,0.0,0,,RPWNMLNKNHLFFIF56CA
дTоl░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTоl░╧е┴┼v╡є170л╤31~60╕╣,24.95,жэ,,,1050419,дgжa1л╪кл1иожь1,д@╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040908,138.41,2,2,2,ж│,ж│,7380000,54409,йY╣Dенн▒,30.34,1500000,иожьдздgжa╗∙94╕Uд╕бBл╪кл╗∙56╕Uд╕бCжaмFдh╢╚и№░U╢R╜цо╫еєе╙╜╨╡n░OбAи├е╝еN▓z ╝╢└└дг░╩▓г╢R╜цл┤м∙о╤бAе╗жиец╕ъ░TлYе╤╕q ░╚дHй╬┼vзQдHж█жц┤ги╤─▌╣ъбC,RPXNMLNKNHLFFIF66CA
╛ЁкL░╧,й╨жa(дgжa+л╪кл),╖sе_ел╛ЁкL░╧лTн^╡є1~30╕╣,121.48,╣A,,,1050408,дgжa3л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1010313,228.61,5,2,3,ж│,ж│,22800000,99733,,0.0,0,,RPSOMLPJNHLFFIF98CA
╛ЁкL░╧,й╨жa(дgжa+л╪кл),╖sе_ел╛ЁкL░╧к°╣╪╡є28л╤4з╦1~30╕╣,39.5,жэ,,,1050316,дgжa1л╪кл1иожь0,д@╝hбAенеx,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,,116.08,0,0,0,╡L,╡L,12500000,107684,,0.0,0,,RPWRMLPJNHLFFIF07CA
┼a║q░╧,дgжa,дj┤Ємqоr╕}дpмq121~150жa╕╣,213.0,,дsйYжaлOи|░╧,╣Aкке╬жa,1050429,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,800000,3756,,0.0,0,и╠жa─y▓M▓z╝╨░ти·▒o,RPUNMLQJNHLFFIF56CA
дTоl░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTоl░╧к°ої╡є1~30╕╣,21.86,жэ,,,1050414,дgжa1л╪кл1иожь1,дн╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040729,132.86,2,2,1,ж│,ж│,7800000,66756,йY╣Dенн▒,35.49,1300000,,RPTOMLQJNHLFFIF56CA
дTоl░╧,дgжa,┤бидмqд║┤биддpмq1~30жa╕╣,151.0,,┤╦кL░╧,д■║╪л╪┐vе╬жa,1050323,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,755,5,,0.0,0,жVмFй▓╛ў├Ўй╙┴╩дзо╫еєбC┼vзQдHм░ньй╙п▓дHбC,RPOOMLTJNHLFFIF98CA
╛ЁкL░╧,дgжa,кFк@мq211~240жa╕╣,51.86,жэ,,,1050428,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3800000,73274,,0.0,0,и№╢┼┼v╢┼░╚╝v┼Tй╬╢┼░╚йш└vдзецйЎ(дге]зtжaдWл╪кл)бC,RPSPMLTJNHLFFIF86CA
╛ЁкL░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╛ЁкL░╧╛╟╢╘╕Ї571~600╕╣,19.36,жэ,,,1050417,дgжa1л╪кл1иожь1,дQдн╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0970131,154.88,3,2,2,ж│,ж│,11050000,71346,йY╣Dенн▒,36.58,0,╢зеxе~▒└ зt│├н╤│]│╞,RPTNMLLKNHLFFIF68CA
дTоl░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTоl░╧╛╟жи╕Ї301~330╕╣,23.9,░╙,,,1050225,дgжa1л╪кл1иожь1,дQдK╝h,дGдQдK╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1010724,233.37,3,2,3,ж│,ж│,20000000,85701,йY╣Dенн▒,40.51,0,,RPPOMLSKNHLFFIF09CA
╛ЁкL░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╛ЁкL░╧╛╟жи╕Ї721~750╕╣,14.36,жэ,,,1050421,дgжa1л╪кл1иожь1,дQ╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0990430,108.23,2,2,1,ж│,ж│,8800000,81308,йY╣Dенн▒,15.41,0,,RPSOMLQKNHLFFIF56CA
ддйM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елддйM░╧дде┐╕Ї167л╤1~30╕╣,22.7,жэ,,,1050307,дgжa1л╪кл1иожь1,дK╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860705,136.32999999999998,3,2,2,ж│,ж│,12500000,91689,йY╣Dенн▒,39.69,0,,RPQOMLLJOHLFFHF38CA
ддйM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елддйM░╧дднь╡є1~30╕╣,102.81,жэ,,,1050419,дgжa1л╪кл1иожь4,дн╝h,дGдQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1031205,593.01,4,1,6,ж│,ж│,104830000,202445,йY╣Dенн▒,125.08,10100000,,RPRQMLRLNHLFFHF76CA
е├йM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_еле├йM░╧дп╖R╕Ї271~300╕╣,11.69,жэ,,,1050315,дgжa1л╪кл1иожь1,дн╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0940607,85.17,3,2,2,ж│,ж│,6500000,76318,йY╣Dенн▒,17.75,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбCеu╢Rл∙д└1/2,RPUQMLOLNHLFFHF76CA
ддйM░╧,иожь,╖sе_елддйM░╧е┴╝w╕Ї31~60╕╣,2.32,жэ,,,1050409,дgжa0л╪кл0иожь1,жaдUд@╝hбAжaдUдG╝h,дQд╗╝h,ифеL,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0831129,49.51,0,0,0,ж│,ж│,1550000,,йY╣Dенн▒,48.86,1550000,,RPWOMLTKNHLFFHF17CA
е├йM░╧,й╨жa(дgжa+л╪кл),╖sе_еле├йM░╧║╓йM╕Ї151~180╕╣,10.06,░╙,,,1050401,дgжa2л╪кл1иожь0,дQдG╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840125,115.00999999999999,3,2,2,ж│,ж│,15500000,134771,,0.0,0,,RPVQMLTKNHLFFHF27CA
ддйM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елддйM░╧лnдs╕Ї61~90╕╣,10.07,жэ,,,1050330,дgжa1л╪кл1иожь1,дT╝h,дE╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0871217,80.4,1,0,1,ж│,ж│,7550000,93905,йY╣D╛ў▒ё,34.08,0,,RPWSMLNKNHLFFHF96CA
ддйM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елддйM░╧дде┐╕Ї1~30╕╣,11.02,жэ,,,1050330,дgжa3л╪кл1иожь1,дGдQдG╝h,дGдQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0871103,147.64,3,2,2,ж│,ж│,15600000,105662,йY╣D╛ў▒ё,0.0,0,,RPXSMLNKNHLFFHF07CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧е▀╝w╡є61~90╕╣,50.22,ифеL,,,1050401,дgжa1л╪кл1иожь0,дн╝h,дC╝h,╝t┐ь,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0891128,296.46,0,0,0,╡L,ж│,29140000,98293,,0.0,0,,RPUQMLNKNHLFFHF56CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧╡╪жw╡є17л╤1~30╕╣,25.78,жэ,,,1050411,дgжa1л╪кл1иожь0,е|╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,игифеL╡n░Oи╞╢╡,0650429,76.0,4,2,3,ж│,╡L,8350000,109868,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPQNMLNKNHLFFHF48CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧й╛з╡╡є91~120╕╣,26.8,жэ,,,1050331,дgжa1л╪кл1иожь0,е|╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0701023,115.02,5,5,5,ж│,ж│,11050000,96070,,0.0,0,,RPOOMLNKNHLFFHF38CA
ддйM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елддйM░╧дде┐╕Ї271~300╕╣,11.78,жэ,,,1050407,дgжa1л╪кл1иожь1,дE╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830203,114.8,2,1,1,ж│,ж│,5700000,49652,йY╣Dенн▒,37.19,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQQMLNKNHLFFHF78CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧┤║жw╕Ї61~90╕╣,9.73,жэ,,,1050313,дgжa1л╪кл1иожь0,д╗╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0970109,67.61,2,2,1,ж│,ж│,10500000,155302,,0.0,0,,RPUOMLQJNHLFFHF56CA
ддйM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елддйM░╧│sл░╕Ї241~270╕╣,128.41,дu,,,1050330,дgжa1л╪кл5иожь10,дK╝h,дQдK╝h,┐ьд╜░╙╖~дj╝╙,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0900227,1644.4699999999998,0,0,0,╡L,ж│,158000000,109413,йY╣Dенн▒,337.5,15000000,1.5дсе┤│q2.╣j╢бм░бG4╢б╖|─│л╟,2╢бн▄оw,5╢б╣ъ┼чл╟,1╢б║Ї╕Ї╛ўй╨3.иожьиCн╙150╕Uд╕╛у,RPPNMLSJNHLFFHF78CA
ддйM░╧,дgжa,дTе┴мq481~510жa╕╣,1279.12,ифеL,,,1050421,дgжa7л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,72884454,56980,,0.0,0,,RPPNMLKKNHLFFHF08CA
ддйM░╧,дgжa,┤_┐│мq781~810жa╕╣,298.96,ифеL,,,1050428,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,23905352,79962,,0.0,0,(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC,RPPNMLQJNHLFFHF58CA
ддйM░╧,дgжa,┤_┐│мq781~810жa╕╣,16.28,ифеL,,,1050428,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2932138,180107,,0.0,0,(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC,RPQNMLQJNHLFFHF68CA
е├йM░╧,й╨жa(дgжa+л╪кл),╖sе_еле├йM░╧ж█е╤╡є61~90╕╣,8.88,░╙,,,1050420,дgжa1л╪кл1иожь0,дK╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0720127,97.99,2,2,2,ж│,ж│,3500000,35718,,0.0,0,дG╡е┐╦╢R╜ц,RPTNMLQJNHLFFHF98CA
е├йM░╧,иожь,╖sе_еле├йM░╧лOе═╕Ї24ж▄31~60╕╣,0.5,жэ,,,1050415,дgжa0л╪кл0иожь1,жaдUдG╝h,дGдQдн╝h,ифеL,░▒иок┼╢б,┐√╡м▓V╛одg│y,0850322,41.07,0,0,0,ж│,ж│,1500000,,йY╣Dенн▒,39.98,1500000,,RPUNMLQJNHLFFHF09CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧й╛з╡╡є31~60╕╣,9.06,жэ,,,1050409,дgжa1л╪кл1иожь0,дT╝h,дQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1021023,65.52,2,2,1,ж│,ж│,8000000,122100,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPWNMLPJNHLFFHF56CA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧нл╖s╕Їе|мq211~240╕╣,15.87,дu,,,1050322,дgжa1л╪кл1иожь0,д@╝hбA├M╝╙,дQдG╝h,й▒н▒(й▒╛Q),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0801017,171.65,2,2,2,ж│,ж│,25000000,145645,,0.0,0,,RPPQMLMJOHLFFGF48CA
─кмw░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел─кмw░╧е├╝╓╡є31л╤1~30╕╣,18.64,жэ,,,1050401,дgжa1л╪кл1иожь1,д╗╝h,д╗╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040731,98.53,2,2,1,ж│,ж│,11580000,117958,д╔н░╛ў▒ё,11.38,1300000,,RPTNMLOLNHLFFGF88CA
дTнл░╧,дgжa,е├жwмq511~540жa╕╣,4.8,ифеL,,,1050401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,674050,140427,,0.0,0,,RPTPMLMKNHLFFGF78CA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧жw╝y╡є271~300╕╣,39.0,жэ,,,1050330,дgжa1л╪кл1иожь0,дT╝hбA╢зеx,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,е[▒j┐j│y,0640314,82.73,4,3,3,ж│,╡L,8000000,96700,,0.0,0,,RPRNMLLKNHLFFGF28CA
─кмw░╧,й╨жa(дgжa+л╪кл),╖sе_ел─кмw░╧к°┐│╕Ї211~240╕╣,25.44,░╙,,,1050418,дgжa1л╪кл1иожь0,д@╝h,дQе|╝h,й▒н▒(й▒╛Q),░╙╖~е╬,┐√╡м▓V╛одg│y,0931224,121.10999999999999,0,0,0,╡L,ж│,25000000,206424,,0.0,0,,RPVNMLLKNHLFFGF68CA
дTнл░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTнл░╧жPжw╡є91~120╕╣,24.29,жэ,,,1050111,дgжa1л╪кл1иожь1,дK╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1020802,197.86,4,2,2,ж│,ж│,22460000,113515,д╔н░енн▒,27.83,0,,RPVNMLMKNHLFFGF78CA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧дп╖R╡є315л╤31~60╕╣,12.56,жэ,,,1050327,дgжa1л╪кл1иожь0,д╗╝h,дQдG╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,1050106,96.30000000000001,1,1,1,ж│,ж│,12520000,130010,,0.0,0,,RPOPMLPJNHLFFGF48CA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧╢░н^╕Ї91~120╕╣,17.51,░╙,,,1050412,дgжa1л╪кл1иожь0,дQдн╝h,дQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040702,150.41,3,2,2,ж│,ж│,18650000,123994,,0.0,0,,RPXNMLQJNHLFFGF66CA
дTнл░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTнл░╧╢░н^╕Ї91~120╕╣,25.73,░╙,,,1050331,дgжa1л╪кл1иожь1,дK╝h,дQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040702,232.31,4,2,2,ж│,ж│,28740000,133553,йY╣Dенн▒,32.09,2000000,,RPPOMLQJNHLFFGF58CA
дTнл░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTнл░╧╢░н^╕Ї91~120╕╣,40.47,░╙,,,1050410,дgжa1л╪кл1иожь2,дQд@╝h,дQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040702,372.47,4,2,3,ж│,ж│,45500000,133316,йY╣Dенн▒,64.18,4400000,,RPROMLQJNHLFFGF78CA
дTнл░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTнл░╧╢░н^╕Ї91~120╕╣,40.47,░╙,,,1050410,дgжa1л╪кл1иожь2,дQд@╝h,дQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040702,372.47,4,2,3,ж│,ж│,45500000,133316,йY╣Dенн▒,64.18,4400000,,RPVOMLQJNHLFFGF56CA
╖чк┌░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖чк┌░╧л╪░Є╕Їд@мq50л╤1~30╕╣,74.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050425,дgжa1л╪кл2иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,,204.51,3,3,3,ж│,╡L,860000,4205,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPRNMLTJNHLFFFF88CA
